<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: literature_tg.csv>index,tg_record_id,sample_id,study_id,气氛,气体流量(mL/min),升温速率(°C/min),起始温度(°C),终止温度(°C),T5(°C),T10(°C),T20(°C),Tonset(°C),Tmax1(°C),Tmax2(°C),Tmax3(°C),最大失重速率,速率单位,R400(%),R500(%),R600(%),R650(%),R700(%),R800(%),其他残余温度(°C),其他残余率(%),原文阶段/补充说明,数值来源,图表位置,字段溯源,缺失与限制,来源链接,是否有数值TG
113,TG0114,L018-S001,L018,N2 and air (separate curves),25.0,10.0,40.0,700.0,,,,,,,,,,,,,,,,,,,原文曲线,TGA figures,TG曲线确认,首批未数字化,https://doi.org/10.1016/j.aiepr.2024.03.001,否
114,TG0115,L018-S002,L018,N2 and air (separate curves),25.0,10.0,40.0,700.0,,,,,,,,,,,,,,,,,,,原文曲线,TGA figures,TG曲线确认,首批未数字化,https://doi.org/10.1016/j.aiepr.2024.03.001,否
115,TG0116,L018-S003,L018,N2 and air (separate curves),25.0,10.0,40.0,700.0,,,,,,,,,,,,,,,,,,,原文曲线,TGA figures,TG曲线确认,首批未数字化,https://doi.org/10.1016/j.aiepr.2024.03.001,否
116,TG0117,L019-S001,L019,N2,,,,,329.4,,,,369.8,434.7,,,,,,,9.6,,,,,,原文表格,TGA table,T5/Tmax/R650,,https://doi.org/10.3390/ma15186420,是
117,TG0118,L019-S002,L019,N2,,,,,175.4,,,,,414.4,,,,,,,21.1,,,,,,原文表格,TGA table,T5/Tmax/R650,,https://doi.org/10.3390/ma15186420,是
118,TG0119,L019-S003,L019,N2,,,,,181.4,,,,,423.9,,,,,,,23.5,,,,,,原文表格,TGA table,T5/Tmax/R650,,https://doi.org/10.3390/ma15186420,是
119,TG0120,L020-S001,L020,air,,,,,,290.0,,,339.0,461.0,,,,21.0,,,,,,,,,原文表格,Table 8,T10/DTG peaks/R400,,https://doi.org/10.3390/molecules27248737,是
120,TG0121,L020-S002,L020,air,,,,,,313.0,,,339.0,469.0,,,,13.0,,,,,,,,,原文表格,Table 8,T10/DTG peaks/R400,,https://doi.org/10.3390/molecules27248737,是
121,TG0122,L020-S003,L020,air,,,,,,275.0,,,310.0,486.0,,,,40.0,,,,,,,,,原文表格,Table 8,T10/DTG peaks/R400,,https://doi.org/10.3390/molecules27248737,是
122,TG0123,L020-S004,L020,air,,,,,,281.0,,,306.0,486.0,,,,38.0,,,,,,,,,原文表格,Table 8,T10/DTG peaks/R400,,https://doi.org/10.3390/molecules27248737,是
123,TG0124,L020-S005,L020,air,,,,,,285.0,,,313.0,490.0,,,,14.0,,,,,,,,,原文表格,Table 8,T10/DTG peaks/R400,,https://doi.org/10.3390/molecules27248737,是
124,TG0125,L020-S006,L020,air,,,,,,287.0,,,313.0,489.0,,,,15.0,,,,,,,,,原文表格,Table 8,T10/DTG peaks/R400,,https://doi.org/10.3390/molecules27248737,是
125,TG0126,L020-S007,L020,air,,,,,,270.0,,,313.0,524.0,,,,49.0,,,,,,,,,原文表格,Table 8,T10/DTG peaks/R400,,https://doi.org/10.3390/molecules27248737,是
126,TG0127,L020-S008,L020,air,,,,,,291.0,,,312.0,511.0,,,,50.0,,,,,,,,,原文表格,Table 8,T10/DTG peaks/R400,,https://doi.org/10.3390/molecules27248737,是
127,TG0128,L020-S009,L020,air,,,,,,287.0,,,313.0,489.0,,,,33.0,,,,,,,,,原文表格,Table 8,T10/DTG peaks/R400,,https://doi.org/10.3390/molecules27248737,是
128,TG0129,L020-S010,L020,air,,,,,,285.0,,,313.0,490.0,,,,31.0,,,,,,,,,原文表格,Table 8,T10/DTG peaks/R400,,https://doi.org/10.3390/molecules27248737,是
129,TG0130,L020-S011,L020,air,,,,,,189.0,,,291.0,504.0,,,,35.0,,,,,,,,,原文表格,Table 8,T10/DTG peaks/R400,,https://doi.org/10.3390/molecules27248737,是
130,TG0131,L020-S012,L020,air,,,,,,196.0,,,293.0,497.0,,,,32.6,,,,,,,,,原文表格,Table 8,T10/DTG peaks/R400,,https://doi.org/10.3390/molecules27248737,是
131,TG0132,L020-S013,L020,air,,,,,,188.0,,,293.0,495.0,,,,30.5,,,,,,,,,原文表格,Table 8,T10/DTG peaks/R400,,https://doi.org/10.3390/molecules27248737,是
132,TG0133,L020-S014,L020,air,,,,,,307.0,,,332.0,476.0,,,,14.0,,,,,,,,,原文表格,Table 8,T10/DTG peaks/R400,,https://doi.org/10.3390/molecules27248737,是
133,TG0134,L020-S015,L020,air,,,,,,300.0,,,330.0,490.0,,,,16.4,,,,,,,,,原文表格,Table 8,T10/DTG peaks/R400,,https://doi.org/10.3390/molecules27248737,是
134,TG0135,L020-S016,L020,air,,,,,,303.0,,,330.0,472.0,,,,12.0,,,,,,,,,原文表格,Table 8,T10/DTG peaks/R400,,https://doi.org/10.3390/molecules27248737,是
135,TG0136,L020-S017,L020,air,,,,,,281.0,,,306.0,490.0,,,,23.0,,,,,,,,,原文表格,Table 8,T10/DTG peaks/R400,,https://doi.org/10.3390/molecules27248737,是
136,TG0137,L020-S018,L020,air,,,,,,285.0,,,319.0,489.0,,,,19.0,,,,,,,,,原文表格,Table 8,T10/DTG peaks/R400,,https://doi.org/10.3390/molecules27248737,是
137,TG0138,L020-S019,L020,air,,,,,,292.0,,,322.0,489.0,,,,15.0,,,,,,,,,原文表格,Table 8,T10/DTG peaks/R400,,https://doi.org/10.3390/molecules27248737,是
138,TG0139,L021-S001,L021,N2,,,,700.0,,,,,,,,,,,,,,5.54,,,,,正文明确数值,Figure 8/text,R700,,https://doi.org/10.3390/ma17030630,是
139,TG0140,L021-S004,L021,N2,,,,700.0,,,,,,,,,,,,,,31.21,,,,文中另报告若干拐点温度，首批未统一到Tonset/Tmax定义,正文明确数值,Figure 8/text,R700,,https://doi.org/10.3390/ma17030630,是
140,TG0141,L021-S001,L021,air,,,,700.0,,,,,,,,,,,,,,0.0,,,,,正文明确数值,Figure 8/text,R700,,https://doi.org/10.3390/ma17030630,是
141,TG0142,L021-S004,L021,air,,,,700.0,,,,,,,,,,,,,,14.23,,,,,正文明确数值,Figure 8/text,R700,,https://doi.org/10.3390/ma17030630,是
142,TG0143,L022-S001,L022,,,20.0,,,,,,255.0,340.0,,,,,,,,,,,,,,原文正文/图,TGA at different heating rates,main pyrolysis temperatures,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9000066/,是
143,TG0144,L022-S002,L022,,,20.0,,,,,,190.0,270.0,,,,,,,,,,,,,,原文正文/图,TGA at different heating rates,main pyrolysis temperatures,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9000066/,是
144,TG0145,L022-S003,L022,,,20.0,,,,,,,297.0,,,,,,,,,,,,,,原文正文/图,TGA at different heating rates,main pyrolysis peak,首批未取得对应onset明确数值,https://pmc.ncbi.nlm.nih.gov/articles/PMC9000066/,是
145,TG0146,L023-S001,L023,air,,,,,,,,310.6,339.2,,,18.3,%/min or original unit,,,,,,0.02,,,,原文表格,Table 2,Tonset/Tmax/rate/R800,,https://doi.org/10.3390/molecules29225306,是
146,TG0147,L023-S002,L023,air,,,,,,,,261.5,315.8,,,11.8,%/min or original unit,,,,,,26.9,,,,原文表格,Table 2,Tonset/Tmax/rate/R800,,https://doi.org/10.3390/molecules29225306,是
147,TG0148,L023-S001,L023,N2,,,,,,,,322.6,357.9,,,14.6,%/min or original unit,,,,,,8.05,,,,原文表格,Table 2,Tonset/Tmax/rate/R800,,https://doi.org/10.3390/molecules29225306,是
148,TG0149,L023-S002,L023,N2,,,,,,,,266.2,315.1,,,14.7,%/min or original unit,,,,,,26.8,,,,原文表格,Table 2,Tonset/Tmax/rate/R800,原表N2处理样行标签疑似写为COT-SC-Ga；本记录按文章主体Ba体系关联但明确保留此审计问题,https://doi.org/10.3390/molecules29225306,是
149,TG0150,L024-S001,L024,N2,25.0,10.0,40.0,700.0,327.4,,,,357.4,,,1.43,%/°C,,,,,6.8,,,,,原文表格,TGA table/figure,T5/Tmax/rate/R700,,https://doi.org/10.3390/polym16101409,是
150,TG0151,L024-S002,L024,N2,25.0,10.0,40.0,700.0,256.6,,,,299.0,,,0.74,%/°C,,,,,30.2,,,,,原文表格,TGA table/figure,T5/Tmax/rate/R700,,https://doi.org/10.3390/polym16101409,是
151,TG0152,L024-S003,L024,N2,25.0,10.0,40.0,700.0,,,,,,,,,%/°C,,,,,,,,,,原文图/补充表待回查,TGA table/figure,TG曲线确认,C8.5精确TG参数首批未取得，保留真实状态与TG存在性,https://doi.org/10.3390/polym16101409,否
152,TG0153,L024-S004,L024,N2,25.0,10.0,40.0,700.0,249.7,,,,290.1,,,0.65,%/°C,,,,,34.1,,,,,原文表格,TGA table/figure,T5/Tmax/rate/R700,,https://doi.org/10.3390/polym16101409,是
153,TG0154,L025-S001,L025,N2,,,,,,300.0,,,358.0,,,,,,,,,,11.1,,,,原文表格/正文,TGA results,T10/Tmax/R800,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9736095/,是
154,TG0155,L025-S002,L025,N2,,,,,,224.0,,,277.0,,,,,,,,,,35.1,,,,原文表格/正文,TGA results,T10/Tmax/R800,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9736095/,是
155,TG0156,L025-S003,L025,N2,,,,,,224.0,,,273.0,,,,,,,,,,36.4,,,,原文表格/正文,TGA results,T10/Tmax/R800,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9736095/,是
156,TG0157,L026-S001,L026,N2,,10.0,,700.0,290.0,329.0,344.0,,361.0,,,2.6,%/°C,,,,,0.38,,,,,原文表格,TGA table,T5/T10/T20/DTGmax/R700,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11362145/,是
157,TG0158,L026-S002,L026,N2,,10.0,,700.0,275.0,317.0,340.0,,367.0,,,2.01,%/°C,,,,,0.66,,,,,原文表格,TGA table,T5/T10/T20/DTGmax/R700,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11362145/,是
158,TG0159,L026-S003,L026,N2,,10.0,,700.0,245.0,266.0,283.0,,303.0,,,1.31,%/°C,,,,,11.8,,,,,原文表格,TGA table,T5/T10/T20/DTGmax/R700,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11362145/,是
159,TG0160,L026-S004,L026,N2,,10.0,,700.0,248.0,264.0,279.0,,294.0,,,1.07,%/°C,,,,,20.6,,,,,原文表格,TGA table,T5/T10/T20/DTGmax/R700,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11362145/,是
160,TG0161,L026-S005,L026,N2,,10.0,,700.0,237.0,253.0,271.0,,293.0,,,0.72,%/°C,,,,,29.5,,,,,原文表格,TGA table,T5/T10/T20/DTGmax/R700,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11362145/,是
161,TG0162,L026-S006,L026,N2,,10.0,,700.0,244.0,267.0,287.0,,308.0,,,1.48,%/°C,,,,,14.7,,,,,原文表格,TGA table,T5/T10/T20/DTGmax/R700,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11362145/,是
162,TG0163,L026-S007,L026,N2,,10.0,,700.0,241.0,258.0,277.0,,295.0,,,0.89,%/°C,,,,,21.4,,,,,原文表格,TGA table,T5/T10/T20/DTGmax/R700,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11362145/,是
163,TG0164,L026-S008,L026,N2,,10.0,,700.0,234.0,250.0,269.0,,252.0,,,0.6,%/°C,,,,,36.8,,,,,原文表格,TGA table,T5/T10/T20/DTGmax/R700,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11362145/,是
164,TG0165,L026-S009,L026,N2,,10.0,,700.0,249.0,270.0,288.0,,308.0,,,1.31,%/°C,,,,,8.4,,,,,原文表格,TGA table,T5/T10/T20/DTGmax/R700,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11362145/,是
165,TG0166,L026-S010,L026,N2,,10.0,,700.0,244.0,265.0,283.0,,304.0,,,1.28,%/°C,,,,,15.0,,,,,原文表格,TGA table,T5/T10/T20/DTGmax/R700,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11362145/,是
166,TG0167,L026-S011,L026,N2,,10.0,,700.0,235.0,251.0,269.0,,289.0,,,0.61,%/°C,,,,,27.0,,,,,原文表格,TGA table,T5/T10/T20/DTGmax/R700,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11362145/,是
167,TG0168,L026-S012,L026,N2,,10.0,,700.0,258.0,278.0,293.0,,312.0,,,1.5,%/°C,,,,,12.5,,,,,原文表格,TGA table,T5/T10/T20/DTGmax/R700,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11362145/,是
168,TG0169,L026-S013,L026,N2,,10.0,,700.0,243.0,262.0,281.0,,302.0,,,1.19,%/°C,,,,,14.2,,,,,原文表格,TGA table,T5/T10/T20/DTGmax/R700,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11362145/,是
169,TG0170,L026-S014,L026,N2,,10.0,,700.0,235.0,250.0,269.0,,292.0,,,0.71,%/°C,,,,,36.9,,,,,原文表格,TGA table,T5/T10/T20/DTGmax/R700,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11362145/,是
170,TG0171,L027-S001,L027,synthetic air,60.0,10.0,,700.0,,,,338.84,363.04,,,,,,,,,7.378,,,,,原文表格,Table 4,Tonset/DTGtemp/R700,,https://doi.org/10.3390/ma19020265,是
171,TG0172,L027-S002,L027,synthetic air,60.0,10.0,,700.0,,,,341.46,364.45,,,,,,,,,14.02,,,,,原文表格,Table 4,Tonset/DTGtemp/R700,,https://doi.org/10.3390/ma19020265,是
172,TG0173,L027-S003,L027,synthetic air,60.0,10.0,,700.0,,,,283.54,315.8,,,,,,,,,24.02,,,,,原文表格,Table 4,Tonset/DTGtemp/R700,,https://doi.org/10.3390/ma19020265,是
173,TG0174,L027-S004,L027,synthetic air,60.0,10.0,,700.0,,,,304.9,328.49,,,,,,,,,15.42,,,,,原文表格,Table 4,Tonset/DTGtemp/R700,,https://doi.org/10.3390/ma19020265,是
174,TG0175,L027-S005,L027,synthetic air,60.0,10.0,,700.0,,,,341.72,363.04,,,,,,,,,5.96,,,,,原文表格,Table 4,Tonset/DTGtemp/R700,,https://doi.org/10.3390/ma19020265,是
175,TG0176,L027-S006,L027,synthetic air,60.0,10.0,,700.0,,,,293.95,323.56,,,,,,,,,19.01,,,,,原文表格,Table 4,Tonset/DTGtemp/R700,,https://doi.org/10.3390/ma19020265,是
176,TG0177,L027-S007,L027,synthetic air,60.0,10.0,,700.0,,,,313.56,330.71,,,,,,,,,11.88,,,,,原文表格,Table 4,Tonset/DTGtemp/R700,,https://doi.org/10.3390/ma19020265,是
177,TG0178,L027-S008,L027,synthetic air,60.0,10.0,,700.0,,,,340.62,361.63,,,,,,,,,11.59,,,,,原文表格,Table 4,Tonset/DTGtemp/R700,,https://doi.org/10.3390/ma19020265,是
178,TG0179,L027-S009,L027,synthetic air,60.0,10.0,,700.0,,,,294.29,322.15,,,,,,,,,18.13,,,,,原文表格,Table 4,Tonset/DTGtemp/R700,,https://doi.org/10.3390/ma19020265,是
179,TG0180,L027-S010,L027,synthetic air,60.0,10.0,,700.0,,,,303.16,327.08,,,,,,,,,13.89,,,,,原文表格,Table 4,Tonset/DTGtemp/R700,,https://doi.org/10.3390/ma19020265,是
180,TG0181,L028-S001,L028,N2,,10.0,30.0,600.0,,319.0,,,359.0,,,2.02,%/°C,,,8.98,,,,,,,原文表格,TGA table,T10/Tmax/Vmax/R600,正文另有R600≈9.48表述；首批采用表值8.98并保留冲突,https://doi.org/10.1177/24723444251314919,是
181,TG0182,L028-S004,L028,N2,,10.0,30.0,600.0,,245.0,,,279.0,,,1.39,%/°C,,,39.94,,,,,,,原文表格,TGA table,T10/Tmax/Vmax/R600,,https://doi.org/10.1177/24723444251314919,是
182,TG0183,L029-S001,L029,,,10.0,30.0,800.0,,,,,,,,,,,,,,,,,,,原文图/正文,TGA results,原文称800 °C残余接近0，未转写为精确0,首批不把“接近0”写成测量0；待曲线数字化,https://doi.org/10.1039/D5RA00402K,否
183,TG0184,L029-S002,L029,,,10.0,30.0,800.0,,,,,,,,,,,,,,,,,,5FR-N系列主分解峰约300–305 °C；R800约26–30%,原文图/正文（范围）,TGA results,组级范围，不作为精确单样数值,仅有组级描述：5FR-N系列主分解峰约300–305 °C、R800约26–30%；首批不把组级中点写成单样精确数值，待曲线数字化,https://doi.org/10.1039/D5RA00402K,否
184,TG0185,L029-S003,L029,,,10.0,30.0,800.0,,,,,,,,,,,,,,,,,,5FR-N系列主分解峰约300–305 °C；R800约26–30%,原文图/正文（范围）,TGA results,组级范围，不作为精确单样数值,仅有组级描述：5FR-N系列主分解峰约300–305 °C、R800约26–30%；首批不把组级中点写成单样精确数值，待曲线数字化,https://doi.org/10.1039/D5RA00402K,否
185,TG0186,L029-S004,L029,,,10.0,30.0,800.0,,,,,,,,,,,,,,,,,,5FR-N系列主分解峰约300–305 °C；R800约26–30%,原文图/正文（范围）,TGA results,组级范围，不作为精确单样数值,仅有组级描述：5FR-N系列主分解峰约300–305 °C、R800约26–30%；首批不把组级中点写成单样精确数值，待曲线数字化,https://doi.org/10.1039/D5RA00402K,否
186,TG0187,L029-S005,L029,,,10.0,30.0,800.0,,,,,,,,,,,,,,,,,,5FR-N系列主分解峰约300–305 °C；R800约26–30%,原文图/正文（范围）,TGA results,组级范围，不作为精确单样数值,仅有组级描述：5FR-N系列主分解峰约300–305 °C、R800约26–30%；首批不把组级中点写成单样精确数值，待曲线数字化,https://doi.org/10.1039/D5RA00402K,否
187,TG0188,L029-S006,L029,,,10.0,30.0,800.0,,,,,,,,,,,,,,,,,,5FR-N系列主分解峰约300–305 °C；R800约26–30%,原文图/正文（范围）,TGA results,组级范围，不作为精确单样数值,仅有组级描述：5FR-N系列主分解峰约300–305 °C、R800约26–30%；首批不把组级中点写成单样精确数值，待曲线数字化,https://doi.org/10.1039/D5RA00402K,否
188,TG0189,L029-S007,L029,,,10.0,30.0,800.0,,,,,100.0,260.0,,,,,,,,,38.0,,,,原文图/正文,TGA results,两阶段约值/R800,Tmax为文中约值；R800为明确值,https://doi.org/10.1039/D5RA00402K,是
189,TG0190,L030-S001,L030,air,,10.0,25.0,800.0,,404.8,,,,439.5,575.2,,,,,,,,0.3,,,max rates: stage2 -1.71; stage3 -0.36,原文表格,TGA table,T10/Tmax/R800,,https://doi.org/10.3390/polym18060682,是
190,TG0191,L030-S004,L030,air,,10.0,25.0,800.0,,367.7,,,245.2,435.5,596.2,,,,,,,,6.3,,,,原文表格,TGA table,T10/Tmax/R800,,https://doi.org/10.3390/polym18060682,是
191,TG0192,L030-S006,L030,air,,10.0,25.0,800.0,,352.8,,,242.3,427.8,611.5,,,,,,,,7.3,,,,原文表格,TGA table,T10/Tmax/R800,,https://doi.org/10.3390/polym18060682,是
192,TG0193,L030-S009,L030,air,,10.0,25.0,800.0,,347.0,,,244.3,432.5,623.3,,,,,,,,7.5,,,,原文表格,TGA table,T10/Tmax/R800,,https://doi.org/10.3390/polym18060682,是
193,TG0194,L031-S001,L031,N2,90.0,20.0,40.0,800.0,333.4,,,,384.3,,,,,,,,,,7.4,,,,原文表格,TGA table,T5/Tmax/R800,,https://doi.org/10.1007/s10570-022-05033-3,是
194,TG0195,L031-S001,L031,air,90.0,20.0,40.0,800.0,312.1,,,,361.5,,,,,,,,,,0.3,,,,原文表格,TGA table,T5/Tmax/R800,,https://doi.org/10.1007/s10570-022-05033-3,是
195,TG0196,L031-S002,L031,N2,90.0,20.0,40.0,800.0,320.4,,,,360.5,,,,,,,,,,18.8,,,,原文表格,TGA table,T5/Tmax/R800,,https://doi.org/10.1007/s10570-022-05033-3,是
196,TG0197,L031-S002,L031,air,90.0,20.0,40.0,800.0,312.1,,,,341.3,,,,,,,,,,7.8,,,,原文表格,TGA table,T5/Tmax/R800,,https://doi.org/10.1007/s10570-022-05033-3,是
197,TG0198,L031-S003,L031,N2,90.0,20.0,40.0,800.0,248.9,,,,292.2,,,,,,,,,,30.1,,,,原文表格,TGA table,T5/Tmax/R800,,https://doi.org/10.1007/s10570-022-05033-3,是
198,TG0199,L031-S003,L031,air,90.0,20.0,40.0,800.0,249.2,,,,287.7,,,,,,,,,,9.5,,,,原文表格,TGA table,T5/Tmax/R800,,https://doi.org/10.1007/s10570-022-05033-3,是
199,TG0200,L032-S001,L032,,,,,,,,,,,,,,,,,,,,10.36,,,,出版社Highlights/摘要明确值,publisher page,R800,非全文核验；其他TG参数不填,https://doi.org/10.1016/j.polymdegradstab.2025.111730,是
200,TG0201,L032-S002,L032,,,,,,,,,,,,,,,,,,,,26.32,,,,出版社Highlights/摘要明确值,publisher page,R800,非全文核验；Highlights称为 untreated 的1.54倍，与26.32/10.36的比例并不严格一致，保留数值来源差异,https://doi.org/10.1016/j.polymdegradstab.2025.111730,是
201,TG0202,L033-S002,L033,,,,,,,,,,,,,,,,,,,,35.0,,,,出版社Highlights明确数值,publisher Highlights,R800,非全文核验；气氛和升温速率未在当前可访问摘要确认,https://doi.org/10.1016/j.polymdegradstab.2025.111812,是
202,TG0203,L034-S001,L034,,,,,,,,,,,,,,,,,,,,,,,,出版社摘要确认TGA,TGA results,TG存在性/处理后char yield提高,精确T5/Tmax/残余率待正文或图回查,https://doi.org/10.1021/acsapm.2c01257,否
203,TG0204,L034-S002,L034,,,,,,,,,,,,,,,,,,,,,,,,出版社摘要确认TGA,TGA results,TG存在性/处理后char yield提高,精确T5/Tmax/残余率待正文或图回查,https://doi.org/10.1021/acsapm.2c01257,否
204,TG0205,L034-S003,L034,,,,,,,,,,,,,,,,,,,,,,,,出版社摘要确认TGA,TGA results,TG存在性/处理后char yield提高,精确T5/Tmax/残余率待正文或图回查,https://doi.org/10.1021/acsapm.2c01257,否
205,TG0206,L035-S001,L035,,,,,,,,,,,,,,,,,,,,,,,,出版社摘要确认TGA对比,TGA results,TG存在性,精确参数待全文,https://doi.org/10.1016/j.porgcoat.2022.107018,否
206,TG0207,L035-S002,L035,,,,,,,,,,,,,,,,,,,,37.2,,,,出版社摘要明确数值,TGA results,R800,气氛/升温速率待全文,https://doi.org/10.1016/j.porgcoat.2022.107018,是
207,TG0208,L036-S001,L036,,,,,,,,,,,,,,,,,,,,,,,,出版社正文确认TG-FTIR/TGA,thermal/TG-FTIR section,TG存在性,首批未数字化/未提取T5/Tmax/残余率,https://doi.org/10.1016/j.porgcoat.2023.107884,否
208,TG0209,L036-S002,L036,,,,,,,,,,,,,,,,,,,,,,,,出版社正文确认TG-FTIR/TGA,thermal/TG-FTIR section,TG存在性,首批未数字化/未提取T5/Tmax/残余率,https://doi.org/10.1016/j.porgcoat.2023.107884,否
